2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,MP,ORB,PF,PTS,Player,Pos,Rk,STL,TOV,TRB,Tm,eFG%,player_key
6.1,0.524,11.6,1.0,0.325,3.1,6.2,20.0,0.4,5.9,7.1,0.482,14.7,1.4,0.731,1.9,76.0,76.0,31.1,1.9,1.9,16.6,Josh Giddey,SG,163.0,0.8,2.8,7.9,OKC,0.516,josh giddey
2.3,0.643,3.6,1.1,0.402,2.8,1.7,22.0,0.1,2.1,3.4,0.537,6.4,1.1,0.723,1.6,60.0,21.0,25.7,0.9,2.6,9.1,Josh Green,SG,181.0,0.7,1.2,3.0,DAL,0.626,josh green
2.766666666666667,0.6046666666666667,4.6000000000000005,0.8666666666666667,0.3983333333333334,2.1666666666666665,3.766666666666667,27.0,0.3333333333333333,5.8,3.6333333333333333,0.5396666666666666,6.733333333333333,1.7333333333333334,0.7566666666666667,2.3,50.666666666666664,34.666666666666664,31.899999999999995,1.8999999999999997,2.566666666666667,9.833333333333334,Josh Hart,SF-SG,199.0,1.2333333333333334,1.5,7.666666666666667,TOT,0.6036666666666667,josh hart
1.1,0.533,2.0,0.1,0.333,0.4,0.3,20.0,0.4,1.3,1.2,0.5,2.4,0.5,1.0,0.5,15.0,0.0,6.4,0.3,0.7,3.1,Josh Minott,SF,336.0,0.3,0.2,1.7,MIN,0.528,josh minott
1.3,0.442,3.0,0.9,0.335,2.7,1.5,24.0,0.5,2.0,2.3,0.391,5.8,1.9,0.724,2.7,72.0,26.0,18.8,1.5,1.6,7.3,Josh Okogie,SG,371.0,0.8,0.9,3.5,PHO,0.471,josh okogie
1.9333333333333333,0.49733333333333335,3.8000000000000003,1.5999999999999999,0.36866666666666664,4.366666666666667,2.533333333333333,29.0,0.3333333333333333,2.066666666666667,3.5333333333333337,0.4286666666666667,8.200000000000001,1.0333333333333334,0.8323333333333333,1.1666666666666667,43.333333333333336,6.666666666666667,23.46666666666667,0.6,1.8333333333333333,9.700000000000001,Josh Richardson,SG,413.0,1.1333333333333335,1.2666666666666666,2.6333333333333333,TOT,0.5283333333333333,josh richardson
5.0,0.542,9.1,2.4,0.384,6.1,7.4,32.0,0.4,3.9,7.3,0.479,15.3,2.3,0.859,2.6,67.0,65.0,32.6,1.2,1.7,19.3,Jrue Holiday,PG,214.0,1.2,2.9,5.1,MIL,0.556,jrue holiday
0.8,0.487,1.7,0.6,0.317,1.8,0.5,20.0,0.3,1.7,1.4,0.399,3.4,0.5,0.702,0.7,69.0,8.0,14.0,0.5,1.0,3.8,JT Thor,PF,472.0,0.3,0.6,2.2,CHO,0.481,jt thor
1.0999999999999999,0.5633333333333334,1.9666666666666668,0.16666666666666666,0.18666666666666668,0.8333333333333334,1.3,29.0,0.16666666666666666,1.866666666666667,1.2333333333333334,0.4503333333333333,2.8333333333333335,0.4000000000000001,0.8046666666666668,0.4666666666666666,34.666666666666664,6.0,13.633333333333333,0.5333333333333333,1.5,3.033333333333333,Juan Toscano-Anderson,SF,477.0,0.3,0.7000000000000001,2.433333333333333,TOT,0.47833333333333333,juan toscano-anderson
1.0666666666666667,0.36500000000000005,2.1333333333333333,1.3666666666666665,0.26966666666666667,3.5666666666666664,0.4333333333333333,21.0,0.19999999999999998,2.0666666666666664,2.466666666666667,0.305,5.7,0.5666666666666668,0.5493333333333333,0.7000000000000001,11.333333333333334,2.0,14.4,0.4333333333333333,1.0666666666666667,6.8999999999999995,Julian Champagnie,SF,87.0,0.39999999999999997,0.4333333333333333,2.5,TOT,0.39033333333333325,julian champagnie
5.7,0.553,10.3,2.8,0.343,8.3,4.1,28.0,0.3,8.1,8.5,0.459,18.6,5.2,0.757,6.9,77.0,77.0,35.5,1.8,3.0,25.1,Julius Randle,PF,405.0,0.6,2.8,10.0,NYK,0.536,julius randle
0.7666666666666666,0.5143333333333333,2.1666666666666665,0.2333333333333333,0.13333333333333333,1.1666666666666667,0.8666666666666667,21.0,0.0,1.0,1.0,0.5,3.3333333333333335,0.0,0.0,0.0,3.3333333333333335,0.0,7.333333333333333,0.6333333333333333,0.39999999999999997,2.2333333333333334,Justin Champagnie,SF,88.0,0.2333333333333333,0.0,1.6333333333333335,TOT,0.525,justin champagnie
0.6666666666666666,0.5156666666666666,1.3333333333333333,1.0,0.31766666666666665,3.1,0.9,33.0,0.43333333333333335,1.1666666666666667,1.6666666666666667,0.37600000000000006,4.433333333333334,0.13333333333333333,0.4166666666666667,0.20000000000000004,30.666666666666668,1.3333333333333333,15.466666666666667,0.13333333333333333,1.5,4.466666666666667,Justin Holiday,SG,215.0,0.46666666666666673,0.5,1.2666666666666666,TOT,0.48733333333333334,justin holiday
0.1,0.286,0.3,0.2,0.25,0.9,0.4,27.0,0.2,0.7,0.3,0.259,1.2,0.0,0.5,0.1,23.0,0.0,4.7,0.1,0.3,0.9,Justin Jackson,SF,236.0,0.2,0.1,0.7,BOS,0.352,justin jackson
1.0,0.364,2.8,0.8,0.25,3.0,1.0,23.0,1.3,3.0,1.8,0.304,5.8,0.0,0.0,0.3,4.0,0.0,22.3,0.8,2.3,4.3,Justin Minaya,SF,335.0,0.5,1.0,3.8,POR,0.37,justin minaya
2.3,0.438,5.3,0.5,0.311,1.6,3.4,26.0,0.4,3.3,2.8,0.409,6.8,0.7,0.714,1.0,29.0,11.0,26.8,1.7,3.1,6.8,Justise Winslow,SF,529.0,1.0,1.5,5.0,POR,0.444,justise winslow
1.4,0.624,2.2,0.1,0.211,0.4,0.3,22.0,0.7,1.9,1.5,0.558,2.6,0.4,0.731,0.6,46.0,0.0,12.0,0.8,1.4,3.4,Kai Jones,C,254.0,0.4,0.7,2.7,CHO,0.575,kai jones
5.2,0.576,9.1,2.1,0.366,5.7,4.8,27.0,0.6,6.5,7.3,0.495,14.8,4.1,0.874,4.7,29.0,29.0,33.0,1.7,3.8,20.8,Karl-Anthony Towns,PF,478.0,0.7,3.0,8.1,MIN,0.565,karl-anthony towns
6.6,0.551,11.9,2.0,0.416,4.8,3.9,31.0,0.5,5.4,8.6,0.512,16.8,4.7,0.871,5.4,52.0,50.0,33.6,1.1,1.6,23.8,Kawhi Leonard,SF,288.0,1.4,1.7,6.5,LAC,0.572,kawhi leonard
1.9,0.527,3.5,2.6,0.411,6.3,1.2,22.0,0.5,3.5,4.4,0.453,9.8,0.8,0.765,1.0,80.0,78.0,29.8,1.1,2.0,12.2,Keegan Murray,SF,353.0,0.8,0.8,4.6,SAC,0.584,keegan murray
2.7,0.557,4.8,0.8,0.394,2.1,1.5,27.0,0.3,2.7,3.5,0.508,6.9,1.8,0.793,2.2,67.0,42.0,21.7,1.0,0.9,9.7,Keita Bates-Diop,SF,32.0,0.7,0.8,3.7,SAS,0.568,keita bates-diop
5.9,0.523,11.2,2.1,0.329,6.5,2.9,23.0,0.2,4.2,8.0,0.452,17.7,3.9,0.749,5.2,63.0,63.0,32.7,0.9,2.0,22.0,Keldon Johnson,SF,246.0,0.7,2.1,5.0,SAS,0.512,keldon johnson
2.7,0.576,4.7,1.4,0.394,3.5,3.7,31.0,0.5,5.0,4.1,0.499,8.2,2.9,0.853,3.4,68.0,68.0,28.6,1.2,3.4,12.5,Kelly Olynyk,C,376.0,0.9,2.5,6.2,UTA,0.583,kelly olynyk
1.9,0.586,3.2,0.8,0.25,3.1,2.1,32.0,0.2,1.4,2.7,0.421,6.3,1.9,0.81,2.3,9.0,1.0,16.0,0.3,1.2,8.0,Kemba Walker,PG,495.0,0.2,0.4,1.8,DAL,0.482,kemba walker
0.7,0.667,1.0,0.0,0.0,0.2,0.5,19.0,0.0,0.7,0.7,0.571,1.2,0.2,0.5,0.3,6.0,0.0,6.7,0.3,1.5,1.5,Kendall Brown,SG,65.0,0.7,0.3,1.0,IND,0.571,kendall brown
1.6000000000000003,0.49366666666666664,3.233333333333333,1.1333333333333335,0.357,3.1666666666666665,1.3333333333333333,27.0,0.10000000000000002,1.3333333333333333,2.733333333333333,0.4256666666666667,6.400000000000001,0.5,0.8546666666666667,0.5666666666666667,46.666666666666664,1.3333333333333333,13.799999999999999,0.19999999999999998,0.9333333333333332,7.1000000000000005,Kendrick Nunn,SG-PG,366.0,0.39999999999999997,0.9333333333333335,1.5666666666666667,TOT,0.5143333333333334,kendrick nunn
0.9,0.485,1.9,0.1,0.133,0.4,1.6,20.0,0.1,0.8,1.0,0.422,2.3,0.2,0.462,0.4,36.0,0.0,7.8,0.3,0.4,2.2,Kennedy Chandler,PG,89.0,0.3,0.5,1.1,MEM,0.434,kennedy chandler
2.4,0.608,4.0,0.9,0.373,2.5,2.0,28.0,0.3,3.1,3.4,0.517,6.5,0.3,0.436,0.7,53.0,10.0,22.8,1.8,2.1,8.0,Kenrich Williams,PF,521.0,0.8,0.6,4.9,OKC,0.59,kenrich williams
2.1,0.502,4.1,1.8,0.423,4.2,2.4,29.0,0.5,2.3,3.8,0.462,8.3,1.4,0.824,1.6,76.0,76.0,31.3,0.5,1.9,10.8,Kentavious Caldwell-Pope,SG,78.0,1.5,1.1,2.7,DEN,0.569,kentavious caldwell-pope
0.1,0.25,0.3,0.4,0.5,0.8,0.4,23.0,0.1,0.3,0.4,0.438,1.0,0.3,0.571,0.4,16.0,0.0,4.4,0.3,0.6,1.5,Keon Ellis,SG,142.0,0.3,0.1,0.5,SAC,0.625,keon ellis
1.0,0.402,2.4,0.7,0.346,2.0,1.5,20.0,0.2,0.8,1.7,0.376,4.5,0.7,0.659,1.0,40.0,0.0,10.4,0.3,1.1,4.7,Keon Johnson,SG,247.0,0.5,1.1,1.1,POR,0.455,keon johnson
0.5,0.47,1.0666666666666667,0.4333333333333333,0.27499999999999997,1.4666666666666668,0.5666666666666667,22.0,0.16666666666666666,1.0333333333333334,0.9333333333333332,0.35733333333333334,2.466666666666667,0.3,0.6673333333333332,0.3666666666666667,24.0,2.6666666666666665,10.066666666666666,0.6,1.0,2.6,Kessler Edwards,SF,141.0,0.3666666666666667,0.3666666666666667,1.5999999999999999,TOT,0.43766666666666665,kessler edwards
7.8,0.6083333333333333,12.766666666666666,2.1999999999999997,0.43900000000000006,4.933333333333334,4.6000000000000005,34.0,1.4000000000000001,6.233333333333333,9.966666666666667,0.5630000000000001,17.7,6.1000000000000005,0.8953333333333333,6.8,31.333333333333332,31.333333333333332,35.06666666666667,0.4000000000000001,1.8,28.266666666666666,Kevin Durant,PF-SF,137.0,0.6,3.1,6.6000000000000005,TOT,0.6256666666666667,kevin durant
2.9,0.604,4.7,2.7,0.402,6.8,2.9,24.0,0.3,2.8,5.6,0.485,11.5,1.3,0.725,1.7,75.0,75.0,29.4,0.6,2.4,15.2,Kevin Huerter,SG,222.0,1.1,1.3,3.3,SAC,0.603,kevin huerter
1.5333333333333332,0.6003333333333334,2.6,1.0,0.3446666666666667,3.033333333333333,0.6,23.0,0.16666666666666666,2.3333333333333335,2.533333333333333,0.457,5.633333333333333,0.7666666666666666,0.7653333333333334,1.0333333333333334,42.0,3.3333333333333335,15.433333333333332,0.5666666666666667,1.4333333333333333,6.8999999999999995,Kevin Knox,PF-SF,271.0,0.39999999999999997,0.8333333333333334,2.9,TOT,0.5536666666666666,kevin knox
1.0666666666666667,0.5383333333333333,2.0333333333333337,1.5666666666666667,0.3283333333333333,4.8,1.8999999999999997,34.0,0.20000000000000004,5.3999999999999995,2.6666666666666665,0.38866666666666666,6.8,1.2666666666666666,0.875,1.4333333333333333,41.333333333333336,13.333333333333334,20.0,0.9333333333333332,1.5666666666666667,8.133333333333333,Kevin Love,PF,299.0,0.3,1.1,6.3,TOT,0.5043333333333333,kevin love
0.9,0.484,1.9,0.5,0.372,1.3,0.5,25.0,0.1,1.2,1.4,0.439,3.1,0.9,0.756,1.2,34.0,0.0,13.4,0.8,1.6,4.1,Kevon Harris,SG,196.0,0.5,0.6,2.1,ORL,0.514,kevon harris
3.0,0.632,4.7,0.0,0.0,0.0,2.5,26.0,0.6,5.9,3.0,0.63,4.7,1.1,0.606,1.9,82.0,70.0,23.9,3.3,2.7,7.0,Kevon Looney,C,296.0,0.6,0.5,9.3,GSW,0.63,kevon looney
0.9,0.6,1.5,0.1,0.5,0.1,0.4,30.0,0.3,0.9,1.0,0.594,1.6,0.2,0.8,0.3,20.0,0.0,8.1,0.4,1.2,2.2,Khem Birch,C,41.0,0.3,0.4,1.3,TOR,0.609,khem birch
3.8,0.516,7.4,1.5,0.315,4.9,4.9,31.0,0.2,3.4,5.4,0.436,12.3,2.8,0.902,3.1,33.0,19.0,24.3,0.8,2.1,15.1,Khris Middleton,SF,332.0,0.7,2.2,4.2,MIL,0.499,khris middleton
3.0,0.429,7.0,1.1,0.28,3.8,6.2,21.0,0.4,2.5,4.0,0.377,10.7,1.2,0.821,1.5,76.0,56.0,28.3,0.4,2.9,10.3,Killian Hayes,PG,204.0,1.4,2.3,2.9,DET,0.426,killian hayes
3.6,0.47,7.6,4.4,0.412,10.6,2.4,32.0,0.4,3.6,7.9,0.436,18.1,1.7,0.879,1.9,69.0,69.0,33.0,0.6,1.9,21.9,Klay Thompson,SG,471.0,0.7,1.8,4.1,GSW,0.556,klay thompson
0.0,0.0,0.2,0.2,0.2,1.0,1.0,25.0,0.4,0.6,0.2,0.167,1.2,0.4,1.0,0.4,5.0,0.0,5.6,0.2,0.0,1.0,Kobi Simmons,PG,445.0,0.0,0.2,0.8,CHO,0.25,kobi simmons
4.5,0.55,8.2,0.8,0.472,1.6,5.6,28.0,0.5,4.1,5.3,0.537,9.8,1.9,0.774,2.4,22.0,3.0,25.8,0.4,2.6,13.2,Kris Dunn,PG,136.0,1.1,1.6,4.5,UTA,0.576,kris dunn
3.0,0.536,5.7,0.6,0.41,1.5,4.9,29.0,0.9,4.4,3.7,0.509,7.2,1.4,0.735,2.0,69.0,46.0,28.4,1.0,2.1,9.4,Kyle Anderson,PF,10.0,1.1,1.5,5.3,MIN,0.553,kyle anderson
5.5,0.533,10.3,2.5,0.333,7.5,3.7,27.0,0.5,6.4,8.0,0.448,17.8,2.7,0.73,3.7,64.0,64.0,35.0,0.9,2.3,21.2,Kyle Kuzma,PF,278.0,0.6,3.0,7.2,WAS,0.518,kyle kuzma
1.6,0.509,3.2,1.9,0.345,5.6,5.1,36.0,0.4,3.3,3.6,0.404,8.8,2.1,0.859,2.5,55.0,44.0,31.2,0.8,2.6,11.2,Kyle Lowry,PG,300.0,1.0,1.9,4.1,MIA,0.514,kyle lowry
6.8,0.576,11.800000000000002,3.1,0.38166666666666665,8.133333333333333,5.6000000000000005,30.0,0.7333333333333334,4.1000000000000005,9.9,0.49666666666666665,19.933333333333334,4.2,0.9116666666666666,4.6000000000000005,40.0,40.0,37.53333333333333,1.0333333333333334,2.766666666666667,27.066666666666666,Kyrie Irving,PG,230.0,1.1333333333333335,2.1,5.066666666666666,TOT,0.5743333333333333,kyrie irving
0.3,0.529,0.5,0.2,0.333,0.6,0.4,23.0,0.2,0.8,0.5,0.421,1.1,0.2,0.875,0.2,35.0,3.0,7.1,0.2,1.1,1.3,KZ Okpala,PF,374.0,0.2,0.2,1.0,SAC,0.513,kz okpala
1.6,0.513,3.1,0.5,0.316,1.5,0.5,25.0,0.3,2.6,2.1,0.448,4.6,0.6,0.702,0.9,62.0,25.0,18.1,0.8,1.3,5.3,Lamar Stevens,PF,458.0,0.4,0.4,3.3,CLE,0.5,lamar stevens
4.2,0.45,9.4,4.0,0.376,10.6,8.4,21.0,0.3,5.3,8.2,0.411,20.0,2.8,0.836,3.4,36.0,36.0,35.2,1.2,3.3,23.3,LaMelo Ball,PG,21.0,1.3,3.6,6.4,CHO,0.51,lamelo ball
1.0,0.376,2.5,1.9,0.377,5.0,2.3,25.0,0.1,1.4,2.8,0.377,7.5,1.1,0.882,1.3,40.0,9.0,20.2,0.3,1.5,8.7,Landry Shamet,SG,439.0,0.7,0.9,1.7,PHO,0.502,landry shamet
5.6,0.585,9.6,3.0,0.391,7.7,1.9,25.0,0.6,6.7,8.7,0.499,17.3,5.3,0.875,6.0,66.0,66.0,34.4,2.0,2.1,25.6,Lauri Markkanen,SF,307.0,0.6,1.9,8.6,UTA,0.586,lauri markkanen
0.2,0.188,1.1,0.0,0.0,0.3,0.5,22.0,0.1,0.2,0.2,0.15,1.4,0.0,0.0,0.0,14.0,0.0,4.9,0.3,0.7,0.4,Leandro Bolmaro,SG,48.0,0.2,0.5,0.5,UTA,0.15,leandro bolmaro
8.9,0.58,15.3,2.2,0.321,6.9,6.8,38.0,0.6,7.1,11.1,0.5,22.2,4.6,0.768,5.9,55.0,54.0,35.5,1.2,1.6,28.9,LeBron James,PF,239.0,0.9,3.2,8.3,LAL,0.549,lebron james
0.0,0.0,0.3,0.5,0.5,1.0,0.5,22.0,0.0,0.5,0.5,0.4,1.3,1.0,0.667,1.5,4.0,0.0,4.5,0.3,0.0,2.5,Lester Quinones,SG,404.0,0.3,1.3,0.8,GSW,0.6,lester quinones
1.7,0.632,2.7,0.9,0.333,2.6,2.0,24.0,0.3,1.0,2.6,0.486,5.3,1.1,0.889,1.3,7.0,1.0,12.4,0.0,1.0,7.1,Lindell Wigginton,PG,514.0,0.0,1.7,1.0,MIL,0.568,lindell wigginton
0.3,0.75,0.4,1.4,0.358,4.0,0.7,25.0,0.3,1.4,1.7,0.393,4.3,0.4,0.8,0.5,41.0,0.0,13.0,0.4,1.0,5.2,Lindy Waters III,SG,503.0,0.3,0.2,1.8,OKC,0.556,lindy waters iii
4.0,0.8,5.0,4.0,0.5,8.0,2.0,23.0,0.0,2.0,8.0,0.615,13.0,0.0,0.0,1.0,1.0,0.0,29.0,2.0,4.0,20.0,Louis King,SF,267.0,1.0,2.0,4.0,PHI,0.769,louis king
2.8,0.44,6.3,1.8,0.33,5.5,2.1,23.0,0.3,2.9,4.6,0.388,11.8,2.7,0.772,3.5,74.0,73.0,30.7,1.7,3.3,13.7,Luguentz Dort,SG,127.0,1.0,1.2,4.6,OKC,0.466,luguentz dort
1.8,0.636,2.8,0.5,0.359,1.4,0.6,24.0,0.1,1.1,2.3,0.543,4.1,1.5,0.788,1.9,28.0,0.0,8.7,1.2,1.5,6.5,Luka Garza,C,159.0,0.1,0.5,2.3,MIN,0.603,luka garza
0.9,0.484,1.8666666666666665,2.3666666666666667,0.4936666666666667,4.7,1.6333333333333335,26.0,0.06666666666666667,2.466666666666667,3.266666666666667,0.494,6.533333333333334,0.6333333333333333,0.9486666666666667,0.7000000000000001,39.333333333333336,9.333333333333334,22.53333333333333,0.3,1.4000000000000001,9.466666666666667,Luke Kennard,SG,264.0,0.5,0.7999999999999999,2.733333333333333,TOT,0.6709999999999999,luke kennard
1.6,0.701,2.3,0.0,0.231,0.2,0.8,27.0,0.7,1.6,1.6,0.665,2.5,0.5,0.821,0.6,69.0,0.0,11.7,1.2,1.2,3.8,Luke Kornet,C,275.0,0.2,0.4,2.9,BOS,0.674,luke kornet
2.5,0.556,4.5,2.0,0.364,5.5,4.5,24.0,0.0,3.5,4.5,0.45,10.0,1.5,0.6,2.5,2.0,0.0,20.5,1.5,1.5,12.5,Mac McClung,SG,319.0,0.0,1.5,5.0,PHI,0.55,mac mcclung
0.8,0.367,2.1,0.9,0.353,2.5,1.3,24.0,0.1,1.2,1.6,0.36,4.6,0.5,0.758,0.6,53.0,2.0,13.0,0.3,1.2,4.6,Malachi Flynn,PG,147.0,0.4,0.5,1.4,TOR,0.457,malachi flynn
2.9,0.539,5.4,1.2,0.302,3.9,1.9,19.0,0.1,2.3,4.1,0.44,9.3,0.9,0.829,1.1,66.0,32.0,23.5,0.4,1.7,10.2,Malaki Branham,SF,55.0,0.5,1.2,2.7,SAS,0.503,malaki branham
3.3,0.51,6.5,2.0,0.444,4.4,3.7,30.0,0.3,3.6,5.3,0.484,10.9,2.4,0.87,2.7,67.0,0.0,26.0,0.6,1.6,14.9,Malcolm Brogdon,PG,60.0,0.7,1.5,4.2,BOS,0.574,malcolm brogdon
0.2,1.0,0.2,0.2,0.333,0.6,0.0,27.0,0.0,0.6,0.4,0.5,0.8,0.0,0.0,0.0,5.0,0.0,1.8,0.0,0.2,1.0,Malcolm Hill,SF,212.0,0.0,0.0,0.6,CHI,0.625,malcolm hill
1.6333333333333335,0.48333333333333334,3.3666666666666667,2.8333333333333335,0.35633333333333334,7.966666666666666,1.4666666666666668,26.0,0.06666666666666667,3.0666666666666664,4.466666666666666,0.39433333333333337,11.366666666666667,0.6,0.743,0.8000000000000002,54.0,18.0,25.5,0.39999999999999997,1.3,12.4,Malik Beasley,SG,36.0,0.8000000000000002,1.1333333333333335,3.466666666666667,TOT,0.519,malik beasley
2.8,0.538,5.2,1.9,0.359,5.2,3.9,24.0,0.3,2.2,4.6,0.448,10.3,2.4,0.889,2.7,77.0,0.0,22.3,0.4,1.6,13.5,Malik Monk,SG,342.0,0.6,1.9,2.6,SAC,0.538,malik monk
0.8,0.586,1.3,0.3,0.333,1.0,0.4,26.0,0.4,1.0,1.1,0.48,2.3,0.1,1.0,0.1,22.0,2.0,8.0,0.4,1.2,2.6,Mamadi Diakite,PF,119.0,0.2,0.5,1.4,CLE,0.55,mamadi diakite
2.5,0.484,5.2,1.7,0.364,4.7,1.8,33.0,0.3,3.5,4.2,0.426,9.9,1.0,0.782,1.3,65.0,65.0,28.1,0.4,2.1,11.2,Marcus Morris,PF,347.0,0.6,0.9,4.0,LAC,0.513,marcus morris
